nom_agence,email,site_web,siren,denomination,etat,dirigeant,activite
TOUT L'IMMOBILIER: Agence Immobilière à Ondres,transaction@toutlimmobilier.fr,https://www.toutlimmobilier-landes.com/,408211787,PM IMMOBILIER,A,LAURA SANDRINE MARTINI,68.20B
"Hempton Paris Trocadero, l'immobilier à Paris 16ème ...",trocadero@hemptonparis.com,https://www.hempton-paris.com/,438251902,A.S.J. IMMOBILIER,A,ELIAS AZRAN,68.31Z
jeremy lyard - responsable chez Alkimmo,jeremy.lyard@alkimmo.com,https://fr.linkedin.com/in/jeremy-lyard-8bb2a5168,904279296,MARSATWORK IMMOBILIER,A,ALEXANDRE LOUIS EMMANUEL CONTENCIN,70.22Z
SWANN & Cie: ACCUEIL,contact@swann-cie.com,https://www.swann-cie.com/,484408828,LWANN,C,GWENN-AELLE CHAVOT (BARRE),68.20B
Bienvenue sur le site de FYM immobilier,isabelle.fymimmobilier@gmail.com,https://www.fymimmobilier.fr/,834895245,SCI FYM IMMO,A,FARID ALLALI,68.20B
Support for the European Graduate Tracking Initiative (EGTI),contact@egti.eu,https://3s.co.at/projects/support-for-the-european-graduate-tracking-initiative-egti/,750884470,IMMO & CO (IMMO & CO),A,KARIM HALES,68.31Z
Home - Immobilière de l'Isle - Real Estate Agency,idi@idi-perigord.com,https://www.idi-perigord.com/en/home/,523930493,SAS IMMOBILIERE CHARENTE,A,ALAIN DANIEL BRAUD,68.32A
Villeneuve-sur-Lot : Çabalet a rejoint « un environnement ...,etienne@cabalet.com,https://www.sudouest.fr/lot-et-garonne/villeneuve-sur-lot/villeneuve-sur-lot-cabalet-a-rejoint-un-environnement-commercialement-plus-attractif-15823149.php,818670515,SUD OUEST IMMOBILIER,A,THIERRY MAYET,70.10Z
Equinimo: Agence immobilière Paris,info@equinimo.fr,https://www.equinimo.fr/,520582297,EQUINIMO,A,DAVID CARDOSO,68.31Z
GIil Immo - Lieusaint,lieusaint@gil-immo.fr,https://www.gil-immolieusaint.fr/,531172716,MAZELLA-IMMO,A,SYNDIE PESSY ALICE MAZELLA,68.31Z
"Agence LM Immobilier Sèvres – Sèvres, Meudon, Ville d'Avray ...",contact@agencelmimmo.com,https://www.agencelmimmo.com/,821494655,LM IMMOBILIER,A,NICOLAS LE MARCIS,68.31Z
N'CO Conseil | À vos côtés pour un immobilier responsable !,info@nco-conseil.fr,https://ncoconseil.com/,883235061,N'CO CONSEIL,A,,70.22Z
Kbernardi Immo Saint Denis - Agence immobilière ...,kbernardi.immobilier@gmail.com,https://www.pagesjaunes.fr/pros/56197283,807998216,K BERNARDI IMMO,A,KARINE FERRANDIS (BERNARDI),68.31Z
Notre équipe | VIMMO IMMOBILIER,olivier.valle@vimmo-immobilier.fr,https://www.vimmo-immobilier.fr/content/6/notre-equipe.html,979026481,REY'VIMMO,A,PAULINE MARIE CALZOLARI,68.20B
Agence immobilière Agence Préférence (92400),preference.courbevoie@orange.fr,https://www.seloger.com/professionnels-immobilier/3CStc77jyuHELvq3XFcQZo,353602766,PREFERENCE,A,LEON PATRICK OUAZANA,68.31Z
LN Immobilier: Agence immobilière Concarneau,transaction@ln-immobilier.bzh,https://www.ln-immobilier.bzh/,947878500,L.N. IMMOBILIER,A,RÉGIS PATRICE ARMAND SERGE GAUTHERIE,68.31Z
Nos agences - RCI,info@rci69.fr,https://rci69.fr/nos-agences/,422709352,RCI,A,,68.31Z
Habitat de caractère Habitat de Caractère - Des biens à fort ...,contact@habitatdecaractere.com,https://www.habitatdecaractere.com/,278708516,OFFICE PUBLIC DE L'HABITAT DE LIMOGES METROPOLE (OPHLM),A,CATHERINE MAUGUIEN-SICARD (MAUGUIEN),68.20A
Onéo - Les facilitateurs immobiliers,agence@oneo.fr,https://www.oneo.fr/,790125462,ONEO SAS,A,MAUD COLACICCO-GUINET,68.31Z
Emplois : Vieux Moulin - 15 juillet 2026,recrutement@moulin-vieux.com,https://fr.indeed.com/q-vieux-moulin-emplois.html,505198788,SCI DU MOULIN DU VIVIER,A,FABRICE BUSSY,68.20B
Tozzoli Immobilier | Saint-Quentin-Fallavier,agence@tozzoli-immobilier.fr,https://www.facebook.com/Tozzoli.immo/,449593276,TOZZOLI PROMOTION,A,,68.31Z
Axo L'immobilier Albertville,contact@axo.immo,https://www.facebook.com/p/Axo-Limmobilier-Albertville-61560822037074/,442984266,AXO ET ACTIFS (AXO ET ACTIFS),A,,68.31Z
"Immobilier Ici et Là, agence immobilière La Garde, vente ...",agence@icietla83.fr,https://www.icietla83.com/,218300622,COMMUNE DE LA GARDE,A,,84.11Z
Real estate agency NPR New Properties Riviera,contact@npriviera.com,https://npriviera.com/en/contact,444534416,RIVIERA IMMOBILIER REAL ESTATE,A,MIKAEL PAUL KAY DONALD SIMON,68.31Z
Agence immobilière Cayron International,cayron.international@gmail.com,https://cayroninternational.com/fr/,917904484,SOCIETE CIVILE IMMOBILIERE J C D L V D,A,JULIE MARIE CAYRON,68.20B
"Société ROCHET IMMOBILIER : Chiffre d'affaires, statuts, ...",contact@rochetimmobilier.com,https://www.pappers.fr/entreprise/rochet-immobilier-912268281,490911450,ROCHER IMMOBILIER,A,ROLAND JACKY PIERRE MARIE ROCHER,68.31Z
Habitat Expert System -HES Gestion | Toulouse,contact@hesgestion.com,https://www.facebook.com/p/Habitat-Expert-System-HES-Gestion-100064047549775/,749922795,HOME EXPERT HABITAT (GROUPE HOME NRJ),A,STEPHANE PICARD,43.21A
Notre Agence Immo – Maintenance,accueil@notreagenceimmo.com,https://notreagenceimmo.com/,750861189,E G IMMO,A,EMMANUEL MENUDIER,68.31Z
Immo Côte D'Opale: Agence immobilière Berck-sur-Mer,agence@immocotedopale.com,https://www.immocotedopale.com/,428748909,SOCIETE D ETUDES ET DE REALISATION DE GESTION IMMOBILIERE DE CONSTRUCTION (SERGIC),A,STEPHANE GROS,68.32A
[À DÉCOUVRIR] - [MAISON NEUVE PLAIN PIEDS de ...,excelorhabitat@gmail.com,https://www.instagram.com/p/DJT4k90MhYr/,548800382,SOCIETE IMMOBILIERE GRAND HAINAUT (SIGH),A,VIRGINIE VIRGINIE BASTIN,68.20A
Immo Faber - 4 A rue Cheval 67100 Strasbourg,contact@immo-faber.fr,https://www.pagesjaunes.fr/pros/62174443,888045978,IMMO FABER,A,FATIHA BERTAL,68.31Z
Immogood | Reims,marlene.ouler@immogood.fr,https://www.facebook.com/immogood.fr/?locale=fr_FR,932906381,REIMS IMMOBILIER,A,MARIA DE LOS ANGELES SORIANO-RODRIGUEZ,68.31Z
IMAJ'51,contact@imaj51.fr,https://habitatjeunes-grandest.org/index.php/les-residences/49-imaj51,443350426,IMAX,A,OLIVIER DECAMUS,68.31Z
J Hotel,jmansion.ri@gmail.com,https://www.google.com/travel/hotels/entity/ChcIgNiXopyNm9krGgsvZy8xdGZqcGw5MhAB?ei=gWHkabqcIdDj8LAP4IDWgQE&sa=X&utm_campaign=sharing&utm_medium=link&utm_source=htls&ts=CAEaBAoCGgAqBAoAGgA&ap=ugEGcHJpY2Vz&ei=g63kaavqD4H-8LAPqLSSqAk&ved=2ahUKEwjrt-DE2fmTAxUBPxwAHSiaBJUQkdkIegUIBBDWAQ,378247027,J.L IMMOBILIER,A,CORINNE MARYSE DROUET,68.31Z
Hébergement d'entreprises à Limoges,contact@solimm.fr,https://www.solimm.fr/,218708501,COMMUNE DE LIMOGES,A,,84.11Z
Synergimo: Agence immobilière Mérignac,contact@synergimo.com,https://www.synergimo.com/,931287726,SYNERGIMO,A,,68.31Z
Accueil - 4 Sweet Homes | Agence immobilière,welcome@4sweethomes.com,https://4sweethomes.com/,380867978,CREDIT AGRICOLE IMMOBILIER,A,FREDERIC BARAUT,70.10Z
Balthane Lifestyle Realty | Arcachon,contact@balthane.com,https://www.facebook.com/Balthane/,818977688,BALTHANE (BALTHANE LIFESTYLE REALTY) (CAPYAL),A,CAROLINE LAURE RALITE (CECILLON),68.31Z
Agence immobilière Honesty | Réseau d'agences n°1 en ...,info@honesty.be,https://www.honesty.be/,538483025,LYON RESEAU OUEST IMMO N 1 AGENCES LOCALES (WWW.OUEST.BIZ),C,BERNARD MONTILLET,68.31Z
"Horton, agence immobilière Nantes (44000)",bonjour@horton.immo,https://www.horton.immo/,441942968,IMMOBILIERE BLANDIN BELIARD (HORTON),A,SOPHIE BOREAU DE ROINCE,68.31Z
"Baguelin Immobilier – Toute la compétence, le sérieux et le ...",contact@baguelin-immobilier.com,https://baguelin-immobilier.com/,434554150,LA FOURASINE DE TRANSACTIONS - BAGUELIN IMMOBILIER,A,OLIVIER BAGUELIN,68.31Z
Paris-Colocations – Agence de colocation à Paris depuis 2011,contact@paris-colocations.com,https://paris-colocations.com/,920382850,ECLAIRION PARIS SUD,A,,63.11Z
Marnie Immobilier – Agence immobilière à Paris 15 & 17 ...,saint-charles@marnieimmobilier.com,https://www.marnieimmobilier.com/,832797237,MARNIE,A,MICHELE BOUHANA,68.20B
maeva Home immo: Accueil,contact@maeva.immo,https://www.maeva.immo/,919435735,PATRIMOINE IMMO (PATRIMOINE IMMO),A,SEBASTIEN GERARD JEROME BARDET,68.31Z
Real estate agency Home Riviera,contact@home-riviera.com,https://home-riviera.fr/en/contact-us,385116991,RIVIERA MEUBLES SERVICES,A,THIERRY TEBOUL,47.59A
Accueil - aivs80,immobilier@aivs80.fr,https://aivs80.fr/,433692431,DUO IMMOBILIER - AIVS 80,A,,87.90B
Lionel Kazan AS Immobilier,as.immobilier@orange.fr,https://www.immo-as.com/,321700890,ORGANISATION REGIONALE PROFESSIONNEL IMMOBILIER (ORPI),A,CÉLINE LAURENCE ANNE LIONS,82.99Z
AGT Bastille,contact@agtbastille.com,https://www.agtbastille.fr/,451483291,A G T TRANSACTIONS,A,LAURENT JACQUES NATAF,68.31Z
"Agence immobilière à Paris – Vente, Estimation ...",agence@opa-immobilier.com,https://opaimmobilier.com/,812502912,REUSSITE IMMOBILIERE (FRANCE RENOVATION SERVICES),A,,68.31Z
Devenez agent immobilier indépendant avec Naos Immobilier,rejoindre@naosimmobilier.com,https://rejoindre-naosimmobilier.com/,501445480,NAOS IMMOBILIER ET GESTION,A,CELINE NEBOUT,68.20B
"OIKO GESTION à MARSEILLE - Chiffre d'Affaires, Résultat ...",contact@oikogestion.fr,https://societeinfo.com/app/recherche/etablissement/51955597300055,519555973,OIKO GESTION,A,YANNICK COCHERY,68.31Z
Jeanson Properties | Estimations Gratuites,avotreservice@jeansonproperties.com,https://www.jeansonproperties.com/,921008538,JEANSON REALTY (JEANSON REALTY) (JEANSON),A,CAROLINE MARIE JEANSON BETEILLE (JEANSON),68.31Z
Stag (@stag.immo),info@stag.immo,https://www.facebook.com/stag.immo/,822679379,SCI IMMO BOX RENNES,A,CAROLINE CASTAGNE,68.20B
Avousl'immo – Agence immobilière Rueil-Malmaison (92500 ...,contact@avouslimmo.fr,https://www.avouslimmo.fr/,520958794,AVOUSL'IMMO,A,NATHALIE VELE (LABAT),68.31Z
Candidater auprès de Toit et moi - Ville de Mons,contact@toit-et-moi.com,https://www.mons.be/fr/vivre-a-mons/developpement-urbain-et-economique/habiter-construire-et-renover/logement-social/candidater-aupres-de-toit-et-moi,537865032,ENTRE TOIT ET BOIS CONSTRUCTION,A,JEAN-MICHEL JACKY ARTHUR NADOT,16.23Z
"Agence Ceres Immobilier 65 rue Céres à Reims, L'Agence ...",agence.ceres.reims@wanadoo.fr,https://www.agenceceres.fr/,452445968,JULIEN LOUIS,C,JULIEN SERGE ANDRE LOUIS,70.3A
Privacy Policy - Empire Management Group,empire.immo78@gmail.com,https://empirehoa.com/privacy-policy/,562120311,CITYNOVE ASSET MANAGEMENT,A,AUGUSTIN BELLOY,68.32A
Excelimo (@excelimo67) · Strasbourg,contact@excelimo.fr,https://www.instagram.com/excelimo67/,809912637,AV2M,A,SEBASTIEN FREMOND,46.77Z
Agent immobilier EXCELL IMMOBILIER,info@excellimmobilier.com,https://www.fattuto.com/agent-immobilier/st-pol-de-leon/excell-immobilier/,453910465,EXCELL' GESTION (AGENCE ESCARENOISE),A,SONIA ANNIE DAMELE,68.31Z
Investazur Nice – Agence immobilière à Nice,investazurimmobilier@gmail.com,https://investazur.com/,899633689,INVESTAZUR,A,VINCENT CALOY,68.10Z
A.S. IMMO Agence immobilière Daniela Sanso | Rixheim,daniela.asimmo@orange.fr,https://www.facebook.com/p/AS-IMMO-Agence-immobili%C3%A8re-Daniela-Sanso-100067012021568/?locale=fr_FR,483300976,A.S. IMMO,A,DANIELA SANSO (GUALTIERI),68.31Z
Agence des Baous,info@agencedesbaous.com,https://www.agencedesbaous.com/,220600019,DEPARTEMENT DES ALPES MARITIMES,A,,84.11Z
Notre agence,rousselleimmoprestige@gmail.com,https://www.rousselleimmoprestige.com/content/1/notre-agence.html,434940557,AGENCE IMMO SERVICES,A,KÉVIN VINCENT DAVID MOLLIER,68.31Z
Le Logis Basque: Agence immobilière Anglet,location@lelogisbasque.fr,https://www.lelogisbasque.fr/,378810998,COTE BASQUE IMMO,A,MAI LINH BAILLY LARRE,68.31Z
EmiJolieimmoandco,contact@emijolieimmoandco.com,https://www.facebook.com/people/EmiJolieimmoandco/61577340484741/,883141483,EMILIE FABIEN (STEPHANE PLAZA IMMOBILIER),A,EMILIE FABIEN,68.31Z
Agence LE FRANC | Cherbourg,contact@agencelefranc.fr,https://www.facebook.com/agencelefranc50/?locale=fr_FR,335133062,LETELLIER LE ROUX (POZZO LETELLIER LE ROUX) (CIC),A,,68.31Z
WITHs: Votre spécialiste en immobilier commercial,contact@whereistheshop.com,https://www.whereistheshop.com/,911726958,WITHS (WHERE IS THE SHOP),A,NICOLAS JEAN GABRIEL FERREOL,68.31Z
Real estate agency Providence Properties,contact@providenceproperties.fr,https://providenceproperties.fr/en/contact-us,934962051,GROUPE M IMMOBILIER,A,SABINE ARMANDE MARGUERITE MARIE MOISON (ROUSSET),68.20B
"Midi-Pyrénées - DERIM, agences immobilières",midipyrenees@derim.fr,https://www.derim.fr/agence/midi-pyrenees/,910239458,DREAM IMMOBILIER,A,,68.10Z
Notre Temps: Au Cœur De Nos Clients,kindimmobilier@gmail.com,https://www.kindimmobilier.fr/actualites/55-notre-temps-au-coeur-de-nos-clients-,949076822,KINDI (KINDI),A,STEVEN DAMIEN WILFRIED POIRIER,68.31Z
Equipe - AGENCE SOLAGI MARTY BRUN IMMOBLIER,melanie@marty-brun-immobilier.com,https://www.marty-brun-immobilier.com/fr/equipe.htm,879333524,SABRINA BRUN (LIJOUR),A,SABRINA BRUN (LIJOUR),86.90D
Société MONSIEUR CONSTANT THOULOUZE à PARIS ...,contact@thoulouze.com,https://www.societe.com/societe/monsieur-constant-thoulouze-821247558.html,323996579,SOCIETE DE TRAITEMENT IMMOBILIER (STI),A,HERVE FERNAND ANDRE CHAMARTY,68.10Z
OMER BAAS - L'ESPRIT IMMOBILIER DEPUIS 1947,contact@omer-baas.com,https://www.omer-baas.com/,528153513,MT-BAT,C,RONALD BEAUGE (BEAUGE),41.20A
Poursine Immobilier Rochefort et environs,info@poursine-immobilier.com,https://www.poursine-immobilier.com/,489107987,SOCIETE CIVILE IMMOBILIERE CHARCOT,A,DENIS PIVETAUD,68.20B
HL Gestion,contact@hlgestion.fr,https://www.hlgestion.fr/,822108353,HL HEALTH SUPPORT (HLHS),A,HUBERT LESUR,71.20B
Agence immobilière Paris 20ème (75020),pitoy@20emeappart.com,https://www.20emeappart.com/agence/123335___/20eme-appart-gambetta.html,823822457,VALENTIN IMMOBILIER (VALENTIN IMMOBILIER),C,VALENTIN HENRI LEBOGO,68.20B
"Etude Rive Gauche, agence immobilière Paris 6ème et environs",etuderivegauche@magiconline.fr,https://www.etuderivegauche.fr/,847545993,SOUPIZET IMMOBILIER PARIS,A,LAURENT SOUPIZET,68.32A
Agence Nicole Joubert | Angers,mesdonnees.personnelles@www.nicole-joubert.fr,https://www.facebook.com/agence.nicolejoubert/?locale=fr_FR,403090889,CABINET PIGE & ASSOCIES,A,,68.32A
Thierry Churaqui | Dirigeant de la Société ECOBAT IMMO ...,thierry.churaqui@ecobat.fr,https://infonet.fr/dirigeants/66a9e6d541b87699639fd1f4/,353480031,ECOBAT IMMO (ECOBAT IMMO),A,EUGENE FRANCIS DAVID CHURAQUI,68.32A
CIME Immobilier (@cime.immo) · Épinay-sur-Orge,contact@cime-immo.fr,https://www.instagram.com/cime.immo/,450298831,CABINET C.I.M.E. IMMOBILIER (CABINET C.I.M.E. IMMOBILIER),A,ISABELLE LOPEZ (GIRARD),68.31Z
Vente - Agence immobilière Expert Immo - Cagnes sur Mer.,expert.immo@laposte.net,https://www.myexpert.immo/Vente.html,351666177,EXPERT'IMMO,A,ERIC PASCAL GABRIEL FILLGRAFF,68.31Z
"Société FOREVER IMMO : Chiffre d'affaires, statuts, extrait ...",contact@forever.immo,https://www.pappers.fr/entreprise/forever-immo-982504193,982504193,FOREVER IMMO,A,FLORENCE LAURA MAGALATCHOUMY,68.20B
Gigante Immobiliere SARL | Luxembourg,info@gigante.lu,https://www.facebook.com/100068337651866/?locale=el_GR,751899683,EURL GIGANTE (EURL GIGANTE),A,FRANCOIS GIGANTE (GIGANTE),43.32A
Esprit de famille agence immobilière,contact@espritdefamille.immo,https://espritdefamille.immo/fr/,841044894,E.B.L.M IMMOBILIER (PERSPECTIVE IMMOBILIER),A,BEATRICE SANDRINE TISSIER-CHAUVEAU (HUGON),68.31Z
C Comme Chez Vous Immobilier - Ozoir La Ferrière,contact@ccommechezvous.com,https://www.facebook.com/ccommechezvousimmobilier.ozoir/,952530418,A.L.S IMMOBILIER,A,ADRIEN PERSANO,68.20B
Immobilier Lille - Immosens : Agence immobilière,lille@immosens.fr,https://www.immosens.fr/,800977670,IMMOSENS COPRO,A,,68.31Z
Sud Azur Properties,info@sudazurproperties.fr,https://sudazurproperties.fr/en/,417937489,SUD AZUR PROPERTIES,A,PATRICK JEAN ANDRE ANGUE,68.31Z
Jean-Noël HUBERT | Real estate agent,jean-noel@ajylimmo.fr,https://ajylimmo.com/en/team/109654,851814558,HUBERT RIPAMONTI,A,HUBERT JEAN STANISLAS JOSEPH RIPAMONTI,68.31Z
Cabinet Tempere Immobilier - 3 Pl. Jeanne D'Arc 43800 ...,contact@tempereimmobilier.fr,https://www.pagesjaunes.fr/pros/55193617,397569542,L'IMMOBILIER PROFESSIONNEL ET COMMERCIAL (IPC),A,PASCALE ERTAURAN,68.31Z
Success House Agence immobilière de qualité,dufort@successhouse.fr,https://www.facebook.com/successhouse31/?locale=fr_FR,532265386,SUCCESS CAPITAL,A,GILLES NOREILS,70.22Z
"Agence immobilière à Nice – L'Agence M · Estimation, achat ...",contact@lagencem.immo,https://lagencem.immo/,478261233,AGENCE LAFAGE TRANSACTIONS,A,BENJAMIN FRANCIS ALLAN MONDOU,68.31Z
L'agence Julie Immobilier: Agence immobilière à Graveson,contact@lagence-julieimmobilier.com,https://www.lagence-julieimmobilier.com/,497872747,PERFORMANCE IMMOBILIER,A,JULIE ESCALIER,68.31Z
CAP 2000 AGENCE IMMOBILIERE - Roanne (42300),contact@cap2000-immo.com,https://www.superimmo.com/agence/roanne-42300/cap-2000-agence-immobiliere-xphjo,914089602,JET IMMOBILIER ET CONSEILS (CAP 2000),A,JULIEN ETAY,68.31Z
Actuel Immobilier Savills | Estate Agent Aix-en-Provence ...,info@actuelimmo.com,https://www.actuelimmo.com/en,802355768,PARTNERS IMMOBILIER II (PARTNERS IMMOBILIER),A,JEOFFREY LUCIEN PIERRE PACCIONI,68.31Z
Viager Limousin à Limoges - Agences immobilières,contact@viagerlimousin.fr,https://www.pagesjaunes.fr/pros/55905354,792545733,IMMOBILIER ET ASSOCIES,A,NICOLAS BIENVENU,68.31Z
SAGI et IDL syndic de copropriétés et gestion d'ASL à Rumilly ...,sagi@sagidl.fr,https://www.sagidl.fr/accueil/,494854102,S'ANTONI IMMOBILIER GRAU D'AGDE,A,,68.31Z
"Agence Actu: Agence immobilière à Antibes, vente immobilier",agenceactu@gmail.com,https://agence-actu.com/fr/,035721497,AGENCE ACTU,A,,68.20B
Agence immobilière CityLife Draguignan,draguignan@citylife.fr,https://www.citylife.fr/fr/nos-agences/citylife-draguignan/155,898492954,SOCIETE CITYLIFE L'IMMOBILIER,A,,77.40Z
Immo Fabio: Agence immobilière à Plan de Cuques,contact@immofabio.fr,https://www.immofabio.fr/,812045227,IMMO FABIO,A,FABIEN FOUQUE,68.31Z
Notre équipe | Immobilière du Terral,c.riviere@immoduterral.com,https://www.immoduterral.com/equipe/,433662954,DECLIC IMMOBILIER (IMMOBILIERE DU TERRAL),A,,68.31Z
Agence immobilière MAZZOCCO IMMOBILIER (69002),agence@mazzocco.immo,https://www.seloger.com/professionnels-immobilier/UHeXdXESHgXLWtiG4qp2DT,809094758,FRANKLIN IMMOBILIER,A,VINCENT MAZZOCCO,68.31Z
ImmoVerdeaux: Agence immobilière Lunéville,shattermann@immoverdeaux.fr,https://www.immoverdeaux.fr/,812890515,AGENCE VERDEAUX MANGINOT,C,LUC FLORENTIN,68.32A
Saint Cybard Immobilier - Gérard Themot | Agence ...,contact@saintcybard-immobilier.fr,https://saintcybard-immobilier.fr/,435165048,GT IMMOBILIER,A,GERARD ALAIN THEMOT,68.31Z
"Maurig Immobilier: Agences immobilières Marmande,Sainte ...",ag@maurig-immobilier.com,https://www.maurigimmobilier.com/,479609596,SOCIETE D' EXPLOITATION AGENCE MAURG MARMANDE (SEA2M - LA STATION),A,SYLVIE RAYMONDE PIERRETTE VASSEUR,68.31Z
Transaxio | Besançon,contact@transaxio.fr,https://www.facebook.com/Transaxionational/,820525913,BESANCON IMMOBILIER SERVICES (BIS) (BIS),A,PHILIPPE BELLARD,68.31Z
Agence immobilière Acquigny,acquigny@limmobilierenormande.fr,https://www.limmobilierenormande.com/agence-immobiliere-acquigny/,814568358,FOUCAULT IMMOBILIER,A,PATRICE FOUCAULT,68.20B
Cabinet Roger votre agence immobilière de référence à Caen,info@cabinet-roger.fr,https://www.cabinet-roger.fr/,413152364,CABINET ROGER,A,PASCAL ROGER,68.32A
Elodie immo Normandie,gestion@elodie-immonormandie.fr,https://www.elodie-immonormandie.fr/,950880898,PB IMMO,A,LINDA YVETTE FABIENNE BERGOT,68.10Z
c'est vieux mais on y tient à notre adresse !club,centralimmo@club-internet.fr,https://la-communaute.sfr.fr/t5/mon-offre-et-mon-contrat/club-internet-club-c-est-vieux-mais-on-y-tient-%C3%A0-notre-adresse/td-p/2496041,839683281,C'EST POUR TON BIEN,A,MAXIME MACKE,68.31Z
Medicis Real Estate | Paris,ag@medicisimmo.com,https://pl-pl.facebook.com/medicisimmo/,801556143,PL AND CO,A,PHILIPPE MICHEL LAGER,46.90Z
Conditions Générales d'Utilisation,contact@blandineroy.com,https://blandineroy.com/cgu,930002985,BLANDINE ROY IMMOBILIER & CONSEIL,A,BLANDINE ROY,68.31Z
Agence immobilière à Saint-Sulpice-de-Royan (17200),bien.immo17200@gmail.com,https://www.agence-bienimmo.com/agence/299281___/bien-immo.html,971506084,TEPPAZ IMMOBILIER SOCIETE D'EXPLOITATION,C,,79.03
PIMS Transactions,contact@pims-transactions.fr,https://www.pims-transactions.fr/,810182899,TRANSACTION ET PATRIMOINE,A,JULIE BEN ICHOU,68.31Z
"Estate 919, agence immobilière à Cannes",CONTACT@ESTATE919.COM,http://www.estate919.com/fr/,803544857,SP REAL ESTATE,A,STEFANO PASSEGGIO,68.31Z
Locations immobilières - Narbonne,agence.luga@wanadoo.fr,https://www.agence-luga.com/location/1,403204605,IMMOBILIER CONSEIL HELENE LUGA,A,AURELIE HILD (LUGA),68.31Z
"KW France | Réseau immobilier n°1 mondial – Achat, Vente ...",kwgrandcru@kwfrance.com,https://www.kwfrance.com/,821579448,SAS TEAM FRANCE (KELLER WILLIAMS UNIVERSITY),A,,68.31Z
"ARTHUR BLIN IMMOBILIER, agence immobilière à Cannes",agence@arthurblin.com,https://www.arthurblin.com/,850529223,BONAPARTE IMMOBILIER (AZUR IMMOBILIER),A,ARTHUR LEO BLIN,68.31Z
"Mon Nid Immobilier, agence immobilière Grenoble",contact@mon-nid-immobilier.fr,https://www.mon-nid-immobilier.fr/,892973504,LE NID DES NOTRES,A,JULIEN LECOMTE,68.20B
DIDIER ROTY IMMOBILIER BY SERENITY,didierrotyimmobilier@gmail.com,https://www.loos.fr/fr/commerces/didier-roty-immobilier-serenity,477798359,STEPHANE BAILLEUL IMMOBILIER,C,STEPHANE BAILLEUL,68.31Z
"Immo Europe: Immobilier à vendre et à louer à Koksijde, St ...",koksijde@immo-europe.be,https://www.immo-europe.be/fr/,343313417,EUROP IMMOBILIER,A,CATHERINE JOSETTE ANDREE WANSCHOOR,68.31Z
https://www.imax.com/en/fr,contact@imax.fr,https://www.imax.com/en/fr,941306227,IMAX COURBEVOIE,A,OLIVIER DECAMUS,68.31Z
"Agence immobilière Courbevoie, Puteaux | Sans Vis-à-Vis",contact@sansvisavis.com,https://www.sansvisavis.com/,792571531,ASA GESTION IMMOBILIERE,A,,68.31Z
Agence immobilière DUMONT IMMOBILIER (93600),dumont.immobilier@wanadoo.fr,https://www.seloger.com/professionnels-immobilier/XtnRqe7fqJdQ5y159JiNp2,811537224,AJOA IMMOBILIER ET GESTION,A,ALEXANDRA QUIGNON,68.31Z
Marie TOPOL Barnabé Transaction,marie@barnabeimmo.fr,https://www.facebook.com/ImmobilierParisMarieTopol/,844506642,FORTIS IMMO TRANSACTION (FORTIS IMMO),A,NATHALIE NACCACHE (SILLAM),68.31Z
Syndic de copropriétés - Savigny-sur-Orge,syndic@as91.fr,https://www.agenceautoroutesud.fr/syndic.php,313720542,GESTION IMMOBILIERE DE L'ORGE (GIL),A,,68.32A
"France Immo, agences immobilières Guyancourt, Magny les ...",infoguyancourt@agencefranceimmo.com,https://www.agencefranceimmo.com/,522051846,EB FRANCE IMMO,A,ERIC BORTOLUSSI,68.31Z
Agence Immobilière du Belvédère | Saint-Leu-la-Forêt,contact@belvedere-stleu.com,https://www.facebook.com/p/Agence-Immobili%C3%A8re-du-Belv%C3%A9d%C3%A8re-100089727340450/,901131227,IMMOBILIER DU MARCHE (STEPHANE PLAZA IMMOBILIER),A,MOHAMED BELKACEM TIDJANI,68.31Z
Dufossé Immobilier: Agence immobilière à Lyon pour achat et ...,sebastien.dufosse@dufosse-immobilier.com,https://www.dufosseimmobilier.com/,582017810,COMPTAGE IMMOBILIER SERVICES ISTA (ISTA) (CIS),A,CLOTILDE MARIE BERENICE SAMSON,77.39Z
Guillaume Dehay (@lrgimmo) · Vénissieux,g.dehay@lrgimmo.fr,https://www.instagram.com/lrgimmo/,890054067,LRGIMMO (LRGIMMO),A,GUILLAUME SEBASTIEN NICOLAS DEHAY,68.31Z
RIHB Immobilier Montreal La Cluse,contact@rihb.fr,https://www.facebook.com/p/RIHB-Immobilier-Montreal-La-Cluse-100063796412846/?locale=fr_FR,485139133,REGIE IMMOBILIERE DU HAUT BUGEY (RIHB) (RIHB),A,NATHALIE DANIELE PONCET (PERRIER),68.32A
FRANCE ROOM | Gestion Clé en Main & Investissement Locatif,contact@france-room.fr,https://france-room.fr/,984813030,IMMO CLEF EN MAIN,A,ANTHONY MICHEL RICHARD,74.90A
Sada Immobilier | Marseille,contact@sadaimmobilier.com,https://www.facebook.com/p/Sada-Immobilier-100058772596028/?locale=fr_FR,843195371,SADA,A,SABINA SABEUR (KARDOUN),68.20B
Laborie Immobilier Clermont l'Hérault,contact@laborie-immobilier.com,https://www.facebook.com/lab34800/?locale=fr_FR,490470119,LABORIE SARL,A,CORINNE RAYMONDE PAULETTE BERTRAND,68.31Z
