index,nom_agence,ville,email,site_web,domaine,confiance_actuelle
338,Immobilière Berlioz: Agence immobilière Meylan,Meylan,contact@immobiliere-berlioz.fr,https://www.immobiliere-berlioz.fr/,immobiliere-berlioz.fr,BASSE
397,Furnished apartment rental in Paris,Paris Apartments,info@book-a-flat.com,https://www.book-a-flat.com/en/,book-a-flat.com,BASSE
420,pariscabane: Agence immobilière indépendante à Paris ...,Paris,hello@pariscabane.fr,https://www.pariscabane.fr/,pariscabane.fr,BASSE
527,FB Immobilier: Agence immobilière Thouars,Thouars,fb-immobilier@orange.fr,https://www.fb-immobilier.fr/,fb-immobilier.fr,BASSE
638,Agence immobilière Sarcelles dans le 95 Val-d'Oise - Vente et ...,Baie-Mahault Guadeloupe,contact@internationalimmobilierservices.com,https://www.internationalimmobilierservices.com/,internationalimmobilierservices.com,BASSE
943,a vendre - vente - acheter - ach appartement paris 11...,,aidplus@orange.fr,https://www.aidplus.fr/catalog/contact_us.php?manufacturer_id=366526&products_id=36685005,aidplus.fr,BASSE
1109,Bienvenue chez Panel Immobilier - Vente et Location - Paris ...,Neuilly,contact@panelimmo.fr,https://www.panelimmo.fr/,panelimmo.fr,BASSE
1399,Accueil - Interface : Interface,Coulommiers Contacter,contact@interface-pm.fr,https://www.interface-pm.fr/,interface-pm.fr,BASSE
1448,3 profils pour “Patricia Ketanedjian”,West Catawba,patricia.ketanedjian@gmail.com,https://fr.linkedin.com/pub/dir/PATRICIA/KETANEDJIAN,fr.linkedin.com,BASSE
1878,Agence immobilière à Jassans Riottier - Qui sommes nous ?,Jassans Riottier,agence@amiltoneimmobilier.com,https://www.amiltone-jassans.com/qui-sommes-nous,amiltone-jassans.com,BASSE
2080,L'Immo du Palais: Agence immobilière Marseille 8e,Marseille,contact@immodupalais.net,https://www.immodupalais.net/,immodupalais.net,BASSE
2500,Agence immobilière Avignon * ACCORD IMMO Avignon,Avignon,contact@accordimmo.pro,https://accordimmo.pro/,accordimmo.pro,BASSE
2769,Agence immobilière La Colle-sur-Loup | Le Mas Provençal,La Colle,info@lemasprovencal.net,https://www.lemasprovencal.net/,lemasprovencal.net,BASSE
2946,ADE IMMO PRO: Agence immobilière spécialisée pour ...,Toulouse,contact@adeimmopro.fr,https://www.adeimmopro.fr/,adeimmopro.fr,BASSE
3076,Acheter une maison avec Casteljac Immobilier,Jacou,contact@casteljac.fr,https://www.casteljac.fr/fr/immobilier/vente/maison,casteljac.fr,BASSE
3094,"Portail Orange | Offres Mobiles, Internet, TV, Actu & Accès ...",Nîmes,groupe.portal@orange.fr,https://www.orange.fr/portail,orange.fr,BASSE
3747,Novadimm: Agence immobilière Nancy,,sylvain.magott@novadimm.com,https://www.novadimm.com/,novadimm.com,BASSE
3775,Bass Immobilier: Agence immobilière familiale - Colmar,Colmar,contact@bassimmobilier.fr,https://bassimmobilier.fr/,bassimmobilier.fr,BASSE
3828,recevoir mail sur wanadoo.fr,,leroyd2@wanadoo.fr,https://communaute.orange.fr/t5/mon-mail-Orange/recevoir-mail-sur-wanadoo-fr/td-p/3370919,communaute.orange.fr,BASSE
4245,"Martine Immo, l'immobilier à Marmande et environs - Vente à ...",Marmande,contact@martine-immo.fr,https://www.martine-immo.fr/,martine-immo.fr,BASSE
4319,Agence immobilière à Angers - La Réussite Immobilière | LA ...,Angers,lareussiteimmo@remax.fr,https://www.lareussiteimmo.com/,lareussiteimmo.com,BASSE
4413,Qui sommes-nous ? | BEAULANDE IMMOBILIER Site Internet,La Baule Escoublac,accueil@agence-beaulande.fr,https://www.beaulande-immobilier.com/content/1/qui-sommes-nous-f.html,beaulande-immobilier.com,BASSE
4483,"Espace immo: immobilier Montville, Darnetal, Malaunay, Tôtes ...",Notre-Dame,ndb@espaceimmo76.com,https://www.espaceimmo76.com/,espaceimmo76.com,BASSE
4691,La Sologne Reineau - Romorantin-Lanthenay,Romorantin Lanthenay,lasolognereineau@orpi.com,https://www.orpi.com/lasolognereineau/,orpi.com,BASSE
4702,Agence Immobilière Chantal Dupont Hache,Chartres,contact@cdhimmo.fr,https://www.cdhimmo.com/,cdhimmo.com,BASSE
82,Apartavie | Spécialiste du viager,Paris,conseils@apartavie.fr,https://www.apartavie.fr/,apartavie.fr,BASSE
122,Notre équipe · Bonjour Oscar,,marc@bonjour-oscar.com,https://www.bonjour-oscar.com/equipe,bonjour-oscar.com,BASSE
192,"S de La Grandière : Agence immobilière - Paris 16, Trocadéro",La Grandière,trocadero@sdelagrandiere.fr,https://www.sdelagrandiere.fr/,sdelagrandiere.fr,BASSE
197,Pascale charmet - Président chez H2O-immo,,Pascale.charmet@h2o-immo.fr,https://fr.linkedin.com/in/pascale-charmet-b5533b20,fr.linkedin.com,BASSE
289,A propos de Nous - JIP,Paris,j.immo.p@orange.fr,https://adbjip.fr/about,adbjip.fr,BASSE
331,Maxime Kohler Email & Phone Number | PADAM IMMO ...,,mkohler@padamimmo.fr,https://rocketreach.co/maxime-kohler-email_202576575,rocketreach.co,BASSE
444,Walter & de Maison : immobilier de prestige,Paris,CONTACT@WALTERETDEMAISON.COM,https://www.walteretdemaison.com/,walteretdemaison.com,BASSE
536,Ansel Immobilier: Agence immobilière à Rueil Malmaison et ...,Saint-Mandé,agence@ansel.immo,https://www.ansel-immobilier.fr/,ansel-immobilier.fr,BASSE
584,GIL Immo: Agence immobilière SAVIGNY-LE-TEMPLE ...,Savigny,gil-savignybourg@outlook.fr,https://www.gilimmo.com/,gilimmo.com,BASSE
603,Termes et conditions,Paris,contact@idemm-conseil.fr,https://www.idemm-conseil.fr/termes-et-conditions,idemm-conseil.fr,BASSE
908,Walter Wainstok Immobilier: Administration de biens,Paris,accueil@wwi.fr,https://wwi.fr/,wwi.fr,BASSE
952,Home Passion Concept: Agence immobilière Nanterre,Nanterre,agence@homepassionconcept.com,https://www.homepassionconcept.com/,homepassionconcept.com,BASSE
960,AGENCE PRINCIPALE Cormeilles-en-Parisis,Cormeilles,apcormeilles@agenceprincipale.com,https://www.agenceprincipale.com/agence/259390___/agence-principale-cormeilles-en-parisis.html,agenceprincipale.com,BASSE
1020,HOMAE IMMOBILIER Versailles: Agence immobilière à ...,,homae.immobilier@gmail.com,https://www.homaeimmobilier.com/,homaeimmobilier.com,BASSE
1176,GIL Immo: Agence immobilière SAVIGNY-LE-TEMPLE ...,Savigny,gil-savignybourg@outlook.fr,https://www.gilimmo.com/,gilimmo.com,BASSE
1381,"4 Place du Beau Verger, 44120 Vertou",Vertou Contacter,contact@gsimmobilier.com,https://www.gsimmobilier.com/contact/,gsimmobilier.com,BASSE
1521,Notre équipe - Ariane Immobilier,,xcateland@arianeimmobilier.fr,https://arianeimmobilier.fr/notre-equipe/,arianeimmobilier.fr,BASSE
1606,Agence immobilière à Chaponost et dans l'Ouest Lyonnais,Chaponost,s.batherosse@agence-safimmo.fr,https://www.agence-safimmo.fr/,agence-safimmo.fr,BASSE
1743,SAB Immobilier | Gestion locative en immobilier résidentiel et ...,Hyères,contact@sab-immobilier.fr,https://sab-immobilier.fr/,sab-immobilier.fr,BASSE
1795,Fantin Immobilier: Agence immobilière Annecy – Vente ...,Annecy,contact@fantin-immobilier.fr,https://www.fantin-immobilier.fr/,fantin-immobilier.fr,BASSE
3126,Caractère et charme immobilier: Agence immobilière Sciez,Sciez,contact@caractere-et-charme-immobilier.com,https://www.caractere-et-charme-immobilier.com/,caractere-et-charme-immobilier.com,BASSE
3311,Yahoo.fr,,soimmobilier@yahoo.fr,http://login.europe.yahoo.com/config/mail?.intl=fr,login.europe.yahoo.com,BASSE
4312,Nego For You: Agence immobilière à Angers,Angers,contact@negoforyou.com,https://negoforyou.com/,negoforyou.com,BASSE
4438,Caroline Chateau: Agence immobilière Paris 4 - La Baule,,arthur@carolinechateau.com,https://www.carolinechateau.com/,carolinechateau.com,BASSE
4548,Agence PLUVINAGE IMMOBILIER : Vente - Achat,Rouen,pluvinageimmobilier@gmail.com,https://www.rouen-immobilier.com/agences-immobilieres/pluvinage-immobilier+id32377/vente+immobilier.html,rouen-immobilier.com,BASSE
4635,Bersot Immobilier - Estimation • Vente • Location • Gestion ...,,besancon@bersot.net,https://www.bersot.net/,bersot.net,BASSE
25,Les agences du 19ème: Vente Location Gestion,Paris,laumiere@agences19.fr,https://agences19.fr/,agences19.fr,BASSE
428,ColocR: Investissement et gestion de colocations,Lyon,contact@colocr.fr,https://colocr.fr/,colocr.fr,BASSE
502,EMERGENCE IMMO - Bussy-Saint-Georges - Versailles ...,,contact@emergence-immo.fr,https://www.emergence-immo.fr/,emergence-immo.fr,BASSE
561,Virgil - la nouvelle façon de devenir propriétaire,Paris Correspondance,hello@wearevirgil.com,https://www.wearevirgil.com/,wearevirgil.com,BASSE
1147,"Agence immobilière Perfia pour vendre, louer ou gérer votre ...",Drancy Tél,transaction@perfia.fr,https://immobilier.perfia.fr/agence-immobiliere/,immobilier.perfia.fr,BASSE
1469,Vente appartement 4 pièces de luxe à Lyon 2,Lyon,lyon2@arlim.com,https://www.arlimlyon6.com/achat-appartement-prestige-lyon-2/avec-4-pieces/1,arlimlyon6.com,BASSE
1472,Vente appartement 4 pièces de luxe à Lyon 2,Lyon,lyon2@arlim.com,https://www.arlimlyon6.com/achat-appartement-prestige-lyon-2/avec-4-pieces/1,arlimlyon6.com,BASSE
1598,My Horea Partners | Agence Immobilière.,Lyon,c.gueant@myhorea.fr,https://myhoreapartners.fr/,myhoreapartners.fr,BASSE
1681,Vendre avec Gaya - Immobilier à GRENOBLE,Grenoble,grenoble-clemenceau@agence-gaya.com,https://www.gayaimmobilier.fr/fr/bien-vendre-son-bien,gayaimmobilier.fr,BASSE
1760,SAGI et IDL syndic de copropriétés et gestion d'ASL à Rumilly ...,Annecy Créée,sagi@sagidl.fr,https://www.sagidl.fr/accueil/,sagidl.fr,BASSE
1908,Our team | Real estate experts in Megève at your service,Megève France,antonin@antoninallard.com,https://antoninallard.com/en/agency/teams/,antoninallard.com,BASSE
2241,Real Estate investment management SERRIS REIM gestion d ...,Paris,contact@sreim.fr,http://www.sreim.fr/,sreim.fr,BASSE
2416,Romain Troisvallets,Troisvallets,romain@rdimmo.fr,https://groupe-rdimmo.fr/romain-2/,groupe-rdimmo.fr,BASSE
3025,Agent immobilier EN QUETE D IMMOBILIER EURL,,enqueteimmo31@gmail.com,https://www.fattuto.com/agent-immobilier/lunion/en-quete-d-immobilier-eurl/,fattuto.com,BASSE
3177,Team of real estate agency WOLFF IMMO,Drumettaz-Clarafond,contact@wolffimmo.fr,https://www.wolffimmo.fr/en/team.html,wolffimmo.fr,BASSE
3204,Immobilier à Montauban — Lougance,Montauban,contact@lougance.com,https://www.lougance.com/,lougance.com,BASSE
3295,Agence Passaga Immobilier - 27 ans d'expertise locale,Rodez Contacter Sites,contact@immopassaga.fr,https://www.passaga-immobilier.com/,passaga-immobilier.com,BASSE
4054,Awimmo 64,Anglet,agence@awimmo64.com,https://www.awimmo64.net/,awimmo64.net,BASSE
4343,"Valeurs actuelles - Actualité politique, économique, société…",Le Mans,info@valeus.fr,https://www.valeursactuelles.com/,valeursactuelles.com,BASSE
1106,"Immobilier à Aubière, Beaumont, Clermont-Ferrand. Maisons ...",Beaumont,beaumont@eidimmobilier.fr,https://www.eidimmobilier.fr/,eidimmobilier.fr,BASSE
1587,Cotrimo Genas: Agence immobilière Genas,Genas,cotrimogestion.genas@free.fr,https://www.cotrimogestion.com/,cotrimogestion.com,BASSE
2346,L'agence Azuréenne: Agence immobilière Cagnes-sur-Mer,Cagnes,info@lagenceazureenne.com,https://www.lagenceazureenne.com/,lagenceazureenne.com,BASSE
2386,Jérôme Toulon Immobilier: Agence immobilière Saint-Palais ...,Saint-Palais,jerometoulonimmobilier@gmail.com,https://www.jtimmobilier.fr/,jtimmobilier.fr,BASSE
2452,LA Pierre Aixoise: Agence immobilière Aix-en-Provence,Aix,cedric@lapierreaixoise.com,https://www.lapierreaixoise.com/,lapierreaixoise.com,BASSE
3205,HDL Narbonne: Agence immobilière à Narbonne,Narbonne,contact@hdlnarbonne.com,https://www.hdlnarbonne.com/,hdlnarbonne.com,BASSE
3221,Matha Immobilier: Location Industrielle et Commerciale à Albi,Albi,fex@matha-immobilier.com,http://www.matha-immobilier.com/,matha-immobilier.com,BASSE
3255,Agence CABINET VASSE à Caen,Caen,contact@cabinet-vasse.com,https://www.bienici.com/agence-apimo-8269,bienici.com,BASSE
4152,Email CME CU,,contact@ecumecime.com,https://www.cmecreditunion.org/join/email-cmecu,cmecreditunion.org,BASSE
4241,Côté Plage Immobilier: Agences immobilières Royan Saint ...,Royan,pontaillac@coteplageimmobilier.fr,https://www.coteplage-immo.com/,coteplage-immo.com,BASSE
4640,OWIMO – Gestion immobilière – Investissement immobilier ...,Saint-Cyr,contact@owimo.fr,https://owimo.fr/,owimo.fr,BASSE
69,Abriculteurs: Réseau familial au service immobilier d'exception,,bonjour@abriculteurs.com,https://www.abriculteurs.com/fr,abriculteurs.com,BASSE
135,"Varenne, l'agence immobilière dédiée aux biens de luxe à Paris",Paris,infos@varenne.fr,https://www.varenne.fr/fr,varenne.fr,BASSE
472,Vincent Olivier : LE CUBE ROUGE,Paris,vincent.olivier@quartierdenfert.com,https://www.pappers.fr/dirigeant/vincent_olivier_1977-05,pappers.fr,BASSE
874,Cabinet Grand Sud: Agence immobilière Mauguio,Mauguio,mauguio@immo34.fr,https://www.immo34.fr/,immo34.fr,BASSE
1563,Projet Location: Location appartement Lyon – Chasseur ...,,contact@projetlocation.fr,https://projetlocation.fr/,projetlocation.fr,BASSE
2012,Gibert Immobilier - Trouvez votre foyer idéal avec nous ...,Le Puy,contact@gibert-immobilier.fr,https://www.gibert-immobilier.fr/,gibert-immobilier.fr,BASSE
2514,Luxury real estate Provence - Haute-Savoie - Corse,Mazan,GIMMOBILIERDEPRESTIGE@GMAIL.COM,https://www.gimmobilierdeprestige.com/en,gimmobilierdeprestige.com,BASSE
2739,Agence immobilière Peymeinade 06530 et immobilier Le Tignet,Le Val,info@agencedutignet.fr,https://www.agencedutignet.fr/,agencedutignet.fr,BASSE
2990,Primo Immobilier : Tout l'immobilier dans les Hauts-de-Seine ...,Sainte,contact@primo-immobilier.fr,https://www.agences-primo.com/,agences-primo.com,BASSE
3004,"IMMO-GTI, l'immobilier à Toulouse - Gestion, Location et ...",Toulouse Tel,immogti@wanadoo.fr,http://www.immogti.fr/,immogti.fr,BASSE
3053,JL Immobilier: Agence immobilière Montpellier,Montpellier,contact@jl-immobilier.com,https://www.jl-immobilier.com/,jl-immobilier.com,BASSE
3102,Imagimmo Vendargues: Agence immobilière Vendargues,Vendargues,imagimmo.vendargues@orange.fr,https://www.imagimmo-vendargues.com/,imagimmo-vendargues.com,BASSE
3116,MOREIRA immobilier - Agence immobilière à NIMES (30 ...,Nîmes,agence@moreira-immobilier.fr,https://www.moreira-immobilier.fr/,moreira-immobilier.fr,BASSE
3310,"Mistral Conseil : agence immobilière Frontignan, achat ...",Frontignan,contact@mistralconseil.fr,https://www.mistralconseil.fr/,mistralconseil.fr,BASSE
172,Leandri Immobilière: Agence immobilière 13008 Marseille,Marseille,contact@leandri-immobilier.com,https://leandri-immobiliere.fr/,leandri-immobiliere.fr,BASSE
460,Gwenaël de la Villesbret - Delambre agence immobilière,Paris,g.delavillesbret@delambre.immo,https://delambre.immo/equipe/gwenael-garnier/,delambre.immo,BASSE
776,Tarifs et Conditions des Offres Internet et Mobiles,Toulouse,berangereaze.optimum@sfr.fr,https://www.sfr.fr/offre-mobile/tarifs-conditions,sfr.fr,BASSE
2054,Les 2J l'agence: Agence immobilière Marseille 12,Marseille,agenceles2j@gmail.com,https://www.agenceles2j.fr/,agenceles2j.fr,BASSE
2439,Agence immobilière Roanne | DUGOURD & GAME,Roanne,agence@dugourd-immo.fr,https://www.dugourd-immo.fr/,dugourd-immo.fr,BASSE
3794,Agence Schorp à Haguenau,Haguenau,info@agence-schorp.com,https://www.agence-schorp.com/,agence-schorp.com,BASSE
3890,Accueil | Coloc33 - Agence de Colocation à Bordeaux ...,Bordeaux,colocationbordeaux33@gmail.com,https://www.coloc33.com/,coloc33.com,BASSE
4231,Agence immobilière Fontenay-le-Comte – Giraud Immobilier ...,Fontenay,contact@giraudimmobilier.com,https://www.giraudimmobilier.com/,giraudimmobilier.com,BASSE
361,Guillaume Akoun - Président chez AKOUN PROPRIETES,Paris,guillaume@akounproprietes.com,https://fr.linkedin.com/in/guillaume-akoun-6a194b19,fr.linkedin.com,BASSE
610,"I West, agence immobilière à Clichy pour la vente et la location",Clichy,clichy@iwest.fr,https://www.iwest.fr/,iwest.fr,BASSE
1030,Bien Venu Viager,Versailles,contact@bienvenuviager.fr,https://www.bienvenuviager.fr/,bienvenuviager.fr,BASSE
3538,Rue'Brique Immo: Agence immobilière Liévin,Liévin,contact@ruebriqueimmo.com,https://www.ruebriqueimmo.com/,ruebriqueimmo.com,BASSE
4324,Agence en immobilier d'entreprise Angers - Guilbeau-Chameroy,Angers,b.guilbeau@gc-locauxpro.fr,https://www.guilbeauchameroy-locauxpro.fr/,guilbeauchameroy-locauxpro.fr,BASSE
4466,G.I.N Immobilier: Agences immobilières Rouen et Bourneville ...,Rouen,agence@gin-immobilier.fr,https://www.gin-immobilier.com/,gin-immobilier.com,BASSE
539,Agence immobilière Eyguières FB IMMOBILIER mas villa ...,Eyguières Tél,info@fb-immo.com,https://www.fb-immo.com/,fb-immo.com,BASSE
765,Cabinet Descroix - Immobilier Reims et Charleville-Mézières,,contact@cabinetdescroix.fr,https://www.descroiximmobilier.com/,descroiximmobilier.com,BASSE
1136,MY LOCATAIRE | Créée par des bailleurs pour des bailleurs ...,,contact@mylocataire.fr,https://www.mylocataire.fr/,mylocataire.fr,BASSE
2790,Valmi: Accueil,,contact@valmi-expert.fr,https://valmi-expert.fr/,valmi-expert.fr,BASSE
4144,"Côté Bassin, l'immobilier à Arcachon, La Teste de Buch, Pyla ...",Web,cotebassin.immo@gmail.com,http://www.cotebassin-immo.com/,cotebassin-immo.com,BASSE
4145,ELITE IMMOBILIER PÉRIGUEUX: L'Immobilier pour particuliers,,elite@elite-perigord.com,https://www.elite-perigord.com/,elite-perigord.com,BASSE
4465,Agence digitale à Rouen en Normandie - Marque Blanche,Rouen,contact@marqueblanche.com,https://www.marqueblanche.com/contact,marqueblanche.com,BASSE
4610,NG Transactions – Agence immobilière en Bourgogne & Île ...,Mailly,contact@ngtransactions.fr,https://ngtransactions.fr/,ngtransactions.fr,BASSE
20,paris vendome luxury international realty,,dp@parisvendomeluxury.com,https://www.fnaim-grand-paris.fr/agence-immobiliere-1225-paris-vendome-luxury-international-realty-paris-01/1/,fnaim-grand-paris.fr,BASSE
593,Homelatitude – HOMELATITUDE Paris : Location meublée Paris,Paris,contact@homelatitude.com,https://homelatitude.com/,homelatitude.com,BASSE
2517,Cote Luberon Immobilier à Cavaillon,Cavaillon,contact@cote-luberon.fr,https://www.infobel.com/fr/france/cote_luberon_immobilier/cavaillon/FR110124592-0465300025/businessdetails.aspx,infobel.com,BASSE
4371,Entre mer et bocage – Google hotels,Les Sables,meretbocage@gmail.com,https://www.google.com.gh/travel/hotels/entity/CgsIpoPj5Ja7hIq_ARAB?ei=a1Qnapa4KOSP8LAPiP-isA4&sa=X&ved=2ahUKEwjWmZ__6fiUAxXkBxwAHYi_COYQkP8FegUIBBDiAQ,google.com.gh,BASSE
928,Agence immobilière engagée - immodon - Boulogne-Billancourt,Boulogne-Billancourt,audrey.rozie@agence-immodon.com,https://agence-immodon.com/,agence-immodon.com,BASSE
1512,Belly's Immo: Agence immobilière Carqueiranne,Lyon,contact@bellysimmo.fr,https://www.bellys-immo.com/,bellys-immo.com,BASSE
1800,Immo 3 Concept: Agence immobilière à Annemasse et son ...,Annemasse,contact@immo3concept.com,https://www.immo3concept.com/,immo3concept.com,BASSE
1956,Agence immobilière Orange | Immobilier Orange NESTENN,Orange,agencegillet@orange.fr,https://immobilier-orange.nestenn.com/,immobilier-orange.nestenn.com,BASSE
48,Immobilier à Asnières sur Seine — AECI,Asnières,aecibac@aeci.fr,https://www.aeci.fr/,aeci.fr,AUCUNE
59,"AICI PARIS, L'IMMOBILIER PAR EXCELLENCE",Paris,paris@aici.fr,https://www.aici.fr/,aici.fr,AUCUNE
92,DOLY - L'agence Immobilière De Confiance à Paris,Paris,ataieb@doly.me,https://doly.me/,doly.me,AUCUNE
107,Agence Dauphine - Immobilier de Luxe à Paris,Mentions,contact@agencedauphine.com,https://www.agencedauphine.com/,agencedauphine.com,AUCUNE
117,Delange Immobilier | Agence Immobilière Paris 5ème & 13ème,Paris,contact@delangeimmobilier.com,https://www.delangeimmobilier.com/fr,delangeimmobilier.com,AUCUNE
137,The THIERRY COTTARD Company,Paris Phone,contact@thierrycottard.com,https://www.thierrycottard.com/en/the-thierry-cottard-company,thierrycottard.com,AUCUNE
141,Agence immobilière Paris 15 FREDēLION Saint-Charles,Paris,saint-charles@fredelion.com,https://www.fredelion.com/fr/nos-agences/paris-15-fred%3Flion-saint-charles/43,fredelion.com,AUCUNE
158,Aklil Immobilier: Accueil,Asnières,contact@aklilimmobilier.fr,https://aklilimmobilier.fr/,aklilimmobilier.fr,AUCUNE
180,"Real Estate Services in Paris: Sales, Rentals, Property ...",Paris,contact@castleimmo.com,https://castleimmo.com/en,castleimmo.com,AUCUNE
193,Agence G2I -,Bourg,agence-g2i@orange.fr,https://www.agence-g2i.com/,agence-g2i.com,AUCUNE
195,V&F Immo: Accueil,Pibrac France,contact@f-immo.com,https://v-fimmo.com/fr/,v-fimmo.com,AUCUNE
210,"ADVANCEIMMO: Agence immobilière à Mons, Hainaut",Mons,laurence@advanceimmo.be,https://www.advanceimmo.be/,advanceimmo.be,AUCUNE
213,L'équipe – MP IMMOBILIER,Paris Philippe Izraelewicz,philippe@mpimmobilier.immo,https://www.mpimmobilier.immo/equipe/,mpimmobilier.immo,AUCUNE
229,Azeo Real state | Conseil stratégie immobilier d'entreprise ...,Paris,contact@azeo-re.com,https://www.azeo-re.com/,azeo-re.com,AUCUNE
233,"Raphaël-Elie Lorin, Directeur Immobilier et co-fondateur ...",,raphael.elie@archides.fr,https://www.archides.fr/actualite/raphael-elie-lorin-directeur-immobilier-archides,archides.fr,AUCUNE
248,Notre équipe - Lécuyer,,t.lecuyer@cabinet-lecuyer.fr,https://cabinet-lecuyer.fr/notre-equipe,cabinet-lecuyer.fr,AUCUNE
265,Les apparts de Victoire: Agence immobilière Paris 14,Paris,contact@apvictoire.fr,https://www.apvictoire.fr/,apvictoire.fr,AUCUNE
277,Horse Immo - Horse Immo - L'immobilier équestre,Paris,contact@horse-immo.fr,https://www.horse-immo.fr/,horse-immo.fr,AUCUNE
302,"Immobilier à Paris 17e : ""L'art de vivre entre village et prestige.""",Paris,ternes@fredelion.com,https://paris-17-ternes.fredelion.com/fr,paris-17-ternes.fredelion.com,AUCUNE
335,DMG Immobilier: Accueil,Steenvoorde,contact@dmgimmo.com,https://dmgimmobilier.com/,dmgimmobilier.com,AUCUNE
339,Wimprove: Agence immobilière à Paris 3 spécialisée en ...,Paris,paris@wimprove.fr,https://www.wimprove.fr/,wimprove.fr,AUCUNE
344,CONSULTIMMO Agence Immobiliere Cassis: Accueil,Cassis,contact@agence-consultimmo.fr,https://www.agence-consultimmo.fr/,agence-consultimmo.fr,AUCUNE
364,"CÉCILE GUILLO - Un projet, une rencontre",Paris,CONTACT@CECILEGUILLO.COM,https://www.cecileguillo.com/contact,cecileguillo.com,AUCUNE
374,Compagnie de Phalsbourg - Venez construire avec nous la ...,Phalsbourg,commercialisation@compagniedephalsbourg.com,https://www.compagniedephalsbourg.com/,compagniedephalsbourg.com,AUCUNE
385,Agence Immobilière CODIMO à Rixensart - La Hulpe,Rixensart,adp@codimo.be,https://www.codimo.be/,codimo.be,AUCUNE
395,Pourquoi faire gérer votre bien par CLC-Gestion,Béziers,administratif@clconseils.fr,https://clconseils.fr/faire-gerer-bien-immobilier/,clconseils.fr,AUCUNE
396,Acheter une maison ou un appartement avec Citylife Marque ...,Nancy City,contact@citylife.fr,https://www.citylife.fr/fr,citylife.fr,AUCUNE
400,C-limmo : Agence immobilière Sens,Sens,contact@c-limmo.fr,https://www.c-limmo.fr/agence/89100,c-limmo.fr,AUCUNE
407,Acheter une maison ou un appartement avec Citylife Marque ...,Nancy City,contact@citylife.fr,https://www.citylife.fr/fr,citylife.fr,AUCUNE
413,Comment se connecter à Hotmail,Paris,comehome@hotmail.fr,https://support.microsoft.com/fr-fr/accounts-billing/manage/how-to-sign-in-to-hotmail,support.microsoft.com,AUCUNE
415,Valentin Tétier - Directeur d'agence,Tétier,valentin.tetier@gmail.com,https://fr.linkedin.com/in/valentin-t%C3%A9tier-269381202,fr.linkedin.com,AUCUNE
424,Accueil – Les Clés de Lutèce,Paris,contact@lesclesdelutece.com,https://www.lesclesdelutece.com/index.php/accueil/,lesclesdelutece.com,AUCUNE
427,Immobilier Choisy-le-Roi (94) SEINE IMMOBILIER,,seineimmo94@gmail.com,https://www.seineimmo94.fr/,seineimmo94.fr,AUCUNE
463,Diane Immobilier - L'Excellence de l'Immobilier haut de ...,Nîmes Tél,contact@diane-immobilier.com,https://diane-immobilier.com/,diane-immobilier.com,AUCUNE
497,evolis-ie.com,Paris,contact@evolis-ie.com,https://www.evolis-ie.com/,evolis-ie.com,AUCUNE
511,Sale - Marina Immo,Empuriabrava,info@marinaimmo.com,https://marinaimmo.com/fr/vente/,marinaimmo.com,AUCUNE
512,Get in Touch - DeTilly Real Estate,Paris France,contact@detillyrealestate.com,https://detillyparis.com/contact-us/,detillyparis.com,AUCUNE
515,AGENCE ESTIMMO : HOME,,info@agence-estimmo.be,https://www.agence-estimmo.be/,agence-estimmo.be,AUCUNE
529,Ferrari.fr - Free,Quincy,immoferrari@free.fr,http://ferrari.fr.free.fr/,ferrari.fr.free.fr,AUCUNE
532,Our Story - La Vie Parisienne,Paris,contact@lavie-parisienne.com,https://lavieparisienne.com/our-story/,lavieparisienne.com,AUCUNE
537,maeva Home immo: Accueil,Golfe-Juan Tél,contact@maeva.immo,https://www.maeva.immo/,maeva.immo,AUCUNE
538,FMI Immobilier: Accueil,,info@fmi.lu,https://www.fmi.lu/,fmi.lu,AUCUNE
555,F.T.I — Agence immobilière toulousaine,Toulouse,agence.fti@wanadoo.fr,https://www.fti-immobilier-transaction-gestion.fr/,fti-immobilier-transaction-gestion.fr,AUCUNE
564,"Global Immo: Buy, sell and rent a house or an apartment in ...",Roses,sale@global-immo.net,https://www.global-immo.net/en,global-immo.net,AUCUNE
567,Point tn immobilier: Accueil,,contact@pointtnimmobilier.com,https://pointtnimmobilier.com/,pointtnimmobilier.com,AUCUNE
568,HEXAGHOME IMMOBILIER - Solutions de Gestion Immobilière,Paris,contact@hexaghome.immo,https://www.hexaghome.immo/,hexaghome.immo,AUCUNE
570,Programmes Immobiliers Neufs & VEFA à Paris et Île de France,Paris,contact@gefic.fr,https://www.gefic.net/fr/contact,gefic.net,AUCUNE
575,RCH Immobilier : Agence immobilière à Montfort l'Amaury,Méré,contact@rchimmobilier.com,https://rchimmobilier.com/,rchimmobilier.com,AUCUNE
579,"HMC Immobilier — Agence immobilière à Bolquère, Font ...",Bolquère,contact@hmc-immobilier.com,https://hmc-immobilier.com/,hmc-immobilier.com,AUCUNE
595,Accueil - GSImmo - Gestion Immobilière Au Luxembourg,,info@gsimmo.lu,https://www.gsimmo.lu/,gsimmo.lu,AUCUNE
627,Iris Immo - Accueil,Vcm Iris Immo,info@irisimmo.be,https://www.irisimmo.be/,irisimmo.be,AUCUNE
633,IMMO JEANMART - accueil,,info@immojeanmart.be,https://www.immojeanmart.be/,immojeanmart.be,AUCUNE
